PWSID,Supply Name,Population,2021,2022,2023,2024,2025,Total Replaced,Lead Lines,GPCL,Unknown,Total To Replace,Percent Replaced,Non-Lead,Total Lines,Exceedance,Latitude,Longitude,EPA_Link,Status Explanation,Status
MI0005991,SENEY TOWNSHIP,100,,,,,,,,,,,,91,91,,46.50295992,-85.94501983,https://echo.epa.gov/detailed-facility-report?fid=MI0005991&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0003857,SERENE GARDENS OF DEWITT,39,,,,,,, ,,,,,,,,42.86431288,-84.48500336,https://echo.epa.gov/detailed-facility-report?fid=MI0003857&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0040025,"SHADY ACRES COMMUNITY, LLC",147,,,,,,,,,,,,59,59,,42.63494573,-85.96467444,https://echo.epa.gov/detailed-facility-report?fid=MI0040025&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040496,SHADY BROOK MOBILE HOME PARK,50,,,,,,,,,,,,13,13,,42.27130032,-85.86540979,https://echo.epa.gov/detailed-facility-report?fid=MI0040496&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040026,SHANGRAILA VILLAGE,165,,,,,,,,,,,,66,66,,42.6867903,-86.15371933,https://echo.epa.gov/detailed-facility-report?fid=MI0040026&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005995,SHANTY CREEK  WATARS ASSOCIATION,"1,250",,,,,,,,,,,,70,70,,44.95450964,-85.19402343,https://echo.epa.gov/detailed-facility-report?fid=MI0005995&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001073,SHAWONO CENTER  DHS,40,,,,,,,,,,,,1,1,,44.77760584,-84.75391271,https://echo.epa.gov/detailed-facility-report?fid=MI0001073&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006000,SHELBY,"1,964",2,2,235,76,,315,57,289,,346,47.7%,454,800,,43.6106813,-86.36446663,https://echo.epa.gov/detailed-facility-report?fid=MI0006000&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0006010,SHELBY TOWNSHIP,"72,000",,,,,,,,,,,,"24,808","24,808",,42.67089007,-83.03320633,https://echo.epa.gov/detailed-facility-report?fid=MI0006010&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006025,SHELDON DUNES,176,,,,,,,,,60,60,0%,32,92,,42.94388398,-86.21278135,https://echo.epa.gov/detailed-facility-report?fid=MI0006025&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006030,"SHEPHERD, VILLAGE OF","1,515",4,,3,264,118,389,,32,,32,92.4%,560,,,43.52264675,-84.69167769,https://echo.epa.gov/detailed-facility-report?fid=MI0006030&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0006040,SHERIDAN,649,,,,1,3,4,,29,,29,12.1%,251,280,,43.21113369,-85.07289686,https://echo.epa.gov/detailed-facility-report?fid=MI0006040&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040351,SHERIDAN ESTATES,65,,,,,,,,,,,,26,26,,43.20848188,-85.06314528,https://echo.epa.gov/detailed-facility-report?fid=MI0040351&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040242,SHERMAN OAKS,915,,,,,,,,,,,,366,366,,42.33617117,-84.41930206,https://echo.epa.gov/detailed-facility-report?fid=MI0040242&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002590,SHERMAN TOWNSHIP,40,,,,,,,,,60,60,0%,,60,,47.23732519,-88.22278301,https://echo.epa.gov/detailed-facility-report?fid=MI0002590&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006042,SHERWOOD SHORES CONDOMINIUMS,90,,,,,,,,,,,,37,37,2019,42.21211024,-86.25077789,https://echo.epa.gov/detailed-facility-report?fid=MI0006042&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006070,SHOREWOOD HILLS SUBDIVISION,256,,,,,,,,,13,13,0%,59,72,2025,42.58763925,-83.32489786,https://echo.epa.gov/detailed-facility-report?fid=MI0006070&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040519,SILVER CREEK ESTATES MOBILE HOME COURT,260,,,,,,,,,,,,104,104,,46.4904106,-87.35725866,https://echo.epa.gov/detailed-facility-report?fid=MI0040519&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040322,SILVER LAKE MOBILE HOME PARK,68,,,,,,,,,,,,26,26,,42.47069576,-83.72649805,https://echo.epa.gov/detailed-facility-report?fid=MI0040322&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040175,SILVER LAKE VIEW MOBILE HOME PARK,98,,,,,,,,,,,,49,49,,44.70603326,-85.68149435,https://echo.epa.gov/detailed-facility-report?fid=MI0040175&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006071,"SILVER LAKE WATER AUTHORITY, INC.",250,,,,,,,,,,,,123,123,,43.08917402,-85.4675118,https://echo.epa.gov/detailed-facility-report?fid=MI0006071&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040176,SILVER SHORES MOBILE HOME PARK,360,,,,,,,,,,,,210,210,,44.67308317,-85.68536443,https://echo.epa.gov/detailed-facility-report?fid=MI0040176&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006073,SIMSWHITNEY UTILITIES AUTH.,"5,815",,,,,,,,,,,,"1,744","1,744",2018,44.12362237,-83.57691363,https://echo.epa.gov/detailed-facility-report?fid=MI0006073&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006074,"SISTERS OF MARY, MOTHER OF EUCHARIST",100,,,,,,,,,,,,1,1,,42.33525821,-83.67315658,https://echo.epa.gov/detailed-facility-report?fid=MI0006074&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006075,SKANDIAWEST BRANCH WATER DEPT,275,,,,,,,,,,,,81,81,,46.37205494,-87.22967475,https://echo.epa.gov/detailed-facility-report?fid=MI0006075&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006079,SODUS TOWNSHIP,1,,,,,,,,,,,,27,27,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040184,SOMERSET CENTRE ESTATES,368,,,,,,,,,,,,147,147,,42.05757446,-84.39532296,https://echo.epa.gov/detailed-facility-report?fid=MI0040184&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040076,SOMERSET MOBILE HOME PARK,64,,,,,,,,,,,,56,56,,41.96941282,-85.05861159,https://echo.epa.gov/detailed-facility-report?fid=MI0040076&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006081,"SOMMERSET WATER WORKS, INC.",75,,,,,,,,,,,,14,14,,45.21807313,-85.06952771,https://echo.epa.gov/detailed-facility-report?fid=MI0006081&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006080,SOUTH BLOOMFIELD HIGHLANDS,621,,,,,,,,,2,2,0%,207,209,,42.5985937,-83.25971812,https://echo.epa.gov/detailed-facility-report?fid=MI0006080&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006101,SOUTH HAVEN AREA WATER & SEWER AUTHORITY,"9,133",59,101,45,69,677,951,31,203,"1,860","2,094",31.2%,"2,981","5,075",,42.40061451,-86.26570449,https://echo.epa.gov/detailed-facility-report?fid=MI0006101&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006110,"SOUTH LYON, CITY OF","11,055",,,,1,1,2,2,38,457,497,0.4%,"3,233","3,730",,42.46880223,-83.65184481,https://echo.epa.gov/detailed-facility-report?fid=MI0006110&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006115,SOUTH POINTE I APARTMENTS,32,,,,,,,,,,,,1,1,,45.39063098,-84.62671339,https://echo.epa.gov/detailed-facility-report?fid=MI0006115&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006116,SOUTH POINTE II APARTMENTS,48,,,,,,,,,,,,1,1,,45.37623753,-84.62828193,https://echo.epa.gov/detailed-facility-report?fid=MI0006116&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006117,SOUTH POINTE III APARTMENTS,32,,,,,,,,,,,,2,2,,45.27219092,-84.60575489,https://echo.epa.gov/detailed-facility-report?fid=MI0006117&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006120,SOUTH RANGE,745,,,,,,,,,,,,349,349,,47.07190378,-88.64400612,https://echo.epa.gov/detailed-facility-report?fid=MI0006120&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006130,SOUTH ROCKWOOD,"1,587",,,,,,,,,,,,561,561,,42.0612613,-83.25338048,https://echo.epa.gov/detailed-facility-report?fid=MI0006130&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004890,SOUTH SHORE WATER SYSTEM,488,,,,,1,1,,68,61,129,0.8%,115,244,,42.06621297,-84.18093182,https://echo.epa.gov/detailed-facility-report?fid=MI0004890&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004877,SOUTHEAST OAKLAND TOWNSHIP,"1,859",,,,,,,,,,,,797,797,,42.72985367,-83.13818906,https://echo.epa.gov/detailed-facility-report?fid=MI0004877&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006150,SOUTHEASTERN OAKLAND CO W AUTH,,,,,,,,,,,,,,,,,,,No service lines; wholesale only,No service lines; wholesale only
MI0006160,SOUTHFIELD,"71,739",1,1,1,14,,17,1,1,"1,570","1,572",1.1%,"18,532","20,104",,42.47841025,-83.25732149,https://echo.epa.gov/detailed-facility-report?fid=MI0006160&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006170,SOUTHGATE,"30,047",30,5,17,35,29,116,192,"9,735",663,"10,590",1.1%,16,"10,606",,42.20188594,-83.20732678,https://echo.epa.gov/detailed-facility-report?fid=MI0006170&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040060,SOUTHTOWN MHP,160,,,,,,,,,,,,68,68,,41.87436119,-86.28350479,https://echo.epa.gov/detailed-facility-report?fid=MI0040060&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0003726,SOUTHWEST MICHIGAN REGIONAL SANITARY SEW,"26,780",,,,,2,2,2,18,"7,864","7,884",0.0%,"5,581","13,465",,42.02130877,-86.49694879,https://echo.epa.gov/detailed-facility-report?fid=MI0003726&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004878,SOUTHWEST OAKLAND TOWNSHIP,"4,909",,,,,,,,,,,,"2,066","2,066",,42.72767439,-83.19635283,https://echo.epa.gov/detailed-facility-report?fid=MI0004878&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006200,SPARTA,"4,140",5,21,16,18,24,84,,56,49,105,44.4%,"1,530","1,635",,43.15624526,-85.71006947,https://echo.epa.gov/detailed-facility-report?fid=MI0006200&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0006210,SPAULDING TOWNSHIP,"2,153",,,,,,,,,,,,780,780,,43.34848297,-83.94235169,https://echo.epa.gov/detailed-facility-report?fid=MI0006210&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006230,SPRING LAKE,"2,512",4,7,17,52,90,170,,"1,110",,"1,110",13.3%,137,"1,247",,43.06029019,-86.17653586,https://echo.epa.gov/detailed-facility-report?fid=MI0006230&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006232,SPRING LAKE CLUB CONDOMINIUMS,87,,,,,,,,,,,,4,4,,45.39256113,-84.90527989,https://echo.epa.gov/detailed-facility-report?fid=MI0006232&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006235,SPRING LAKE TOWNSHIP,"9,393",,,,,,,,,,,,"4,441","4,441",,43.09152539,-86.17865634,https://echo.epa.gov/detailed-facility-report?fid=MI0006235&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040230,SPRING VALLEY ESTATES,117,,,,,,,,,33,33,0%,61,94,,42.10203061,-84.55229821,https://echo.epa.gov/detailed-facility-report?fid=MI0040230&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040327,SPRINGBROOK ESTATES MHC,990,,,,,,,,,,,,80,80,,42.82170407,-83.01466755,https://echo.epa.gov/detailed-facility-report?fid=MI0040327&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006240,SPRINGFIELD,"3,833",2,,15,,13,30,,,1,1,96.8%,"1,693","1,694",,42.32582574,-85.23794099,https://echo.epa.gov/detailed-facility-report?fid=MI0006240&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0006250,SPRINGPORT,800,,,,,,,,,,,,271,271,,42.37834329,-84.69648074,https://echo.epa.gov/detailed-facility-report?fid=MI0006250&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040397,SPRINGROVE MHC,"1,060",,,,,,,,,,,,424,424,,42.78016352,-83.50116709,https://echo.epa.gov/detailed-facility-report?fid=MI0040397&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0003749,SPRINGS/PORTSMOUTH APARTMENTS,"3,200",,,,,,,,,,,,17,17,,42.52123771,-83.51706296,https://echo.epa.gov/detailed-facility-report?fid=MI0003749&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006370,SPSM,"7,166",,,,,,,,,,,,63,63,,42.33808801,-84.37677569,https://echo.epa.gov/detailed-facility-report?fid=MI0006370&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006290,ST IGNACE,"2,987",,,,,,,84,242,,326,0%,"1,193","1,519",,45.8746626,-84.72880364,https://echo.epa.gov/detailed-facility-report?fid=MI0006290&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006310,ST JOSEPH,"8,789",130,199,222,170,27,748,"1,566",259,361,"2,186",25.5%,"1,750","3,936",,42.10171007,-86.4819405,https://echo.epa.gov/detailed-facility-report?fid=MI0006310&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0006260,"ST. CHARLES, VILLAGE OF","2,054",,3,50,20,6,79,,19,408,427,15.6%,524,951,,43.30009279,-84.15219885,https://echo.epa.gov/detailed-facility-report?fid=MI0006260&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006280,"ST. CLAIR SHORES, CITY OF","59,715",322,29,14,7,8,380,12,,791,803,32.1%,"27,206","28,009",2021,42.49259785,-82.89595281,https://echo.epa.gov/detailed-facility-report?fid=MI0006280&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0006282,ST. CLAIR TOWNSHIP,"3,270",,,,,,,,,291,291,0%,731,"1,022",,42.84486449,-82.55779297,https://echo.epa.gov/detailed-facility-report?fid=MI0006282&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006284,ST. CLAIR WATER AND SEWER AUTHORITY,"5,847",,,,1,6,7,,20,452,472,1.5%,"1,364","1,836",,42.75361559,-82.4909246,https://echo.epa.gov/detailed-facility-report?fid=MI0006284&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006270,"ST. CLAIR, CITY OF","5,485",,,7,14,18,39,,73,"1,376","1,449",2.6%,955,"2,404",,42.82512717,-82.49424139,https://echo.epa.gov/detailed-facility-report?fid=MI0006270&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006300,"ST. JOHNS, CITY OF","7,896",3,3,4,4,6,20,894,6,"1,262","2,162",0.9%,790,"2,952",,43.00033291,-84.55590906,https://echo.epa.gov/detailed-facility-report?fid=MI0006300&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006325,ST. LOUIS CENTER,56,,,,,,,,,,,,13,13,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0006320,"ST. LOUIS, CITY OF","6,976",8,5,13,19,97,142,4,381,108,493,22.4%,965,"1,458",,43.40690745,-84.60802482,https://echo.epa.gov/detailed-facility-report?fid=MI0006320&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0003350,STAMBAUGH TOWNSHIPINDIAN LAKE,290,,,,,,,,,104,104,0%,52,156,,46.04358715,-88.51153439,https://echo.epa.gov/detailed-facility-report?fid=MI0003350&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006090,STAMBAUGH TOWNSHIPWEST BRULE,580,,,,,,,,,260,260,0%,206,466,,46.02779725,-88.69551149,https://echo.epa.gov/detailed-facility-report?fid=MI0006090&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002940,STAMBAUGH TWP  HAGERMAN LAKE,230,,,,,,,,,100,100,0%,77,177,,46.04523482,-88.73415157,https://echo.epa.gov/detailed-facility-report?fid=MI0002940&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006350,"STANDISH, CITY OF","1,509",3,,,1,1,5,,11,,11,31.2%,697,708,,43.9814769,-83.9623959,https://echo.epa.gov/detailed-facility-report?fid=MI0006350&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0006360,STANTON,"1,417",,,,4,37,41,3,288,,291,12.3%,212,503,,43.29214521,-85.08574221,https://echo.epa.gov/detailed-facility-report?fid=MI0006360&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040323,STARLIGHT MOBILE HOME PARK,79,,,,,,,,,,,,48,48,,42.49752226,-83.75403579,https://echo.epa.gov/detailed-facility-report?fid=MI0040323&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006380,STEPHENSON,862,,,,,,,,,,,,419,419,,45.41483263,-87.61039903,https://echo.epa.gov/detailed-facility-report?fid=MI0006380&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006385,"STERLING HEIGHTS, CITY OF","127,000",,,,,,,,,"1,995","1,995",0%,"37,900","39,895",,42.5810279,-83.03043236,https://echo.epa.gov/detailed-facility-report?fid=MI0006385&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006420,"STOCKBRIDGE, VILLAGE OF","1,202",1,,,,,1,354,4,,358,0.3%,168,526,,42.4637483,-84.19295581,https://echo.epa.gov/detailed-facility-report?fid=MI0006420&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040443,STODDARD MOBILE HOME COURT,285,,,,,,,,,,,,125,125,,43.1737539,-84.16994895,https://echo.epa.gov/detailed-facility-report?fid=MI0040443&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006423,STONE RIDGE,367,,,,,,,,,,,,137,137,,42.43334695,-83.73776841,https://echo.epa.gov/detailed-facility-report?fid=MI0006423&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040199,STONEGATE MOBILE HOME COMMUNITY,647,,,,,,,,,,,,308,308,,42.65908707,-84.59431776,https://echo.epa.gov/detailed-facility-report?fid=MI0040199&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006428,"STONEHEDGE CLUB OWNERS ASSOCIATION, INC.",95,,,,,,,,,,,,49,49,,45.58691989,-84.78410938,https://echo.epa.gov/detailed-facility-report?fid=MI0006428&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006440,STURGIS,"11,920",69,30,45,51,110,305,"1,341",176,75,"1,592",16.1%,"2,410","4,002",,41.7978741,-85.41630606,https://echo.epa.gov/detailed-facility-report?fid=MI0006440&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040177,SUBURBAN ESTATES MHP,150,,,,,,,,,,,,78,78,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0006446,SUGAR LOAF TOWNHOUSES,150,,,,,,,,,,,,72,72,,44.92022866,-85.81432662,https://echo.epa.gov/detailed-facility-report?fid=MI0006446&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040256,SUGARLOAF MOBILE HOME PARK,142,,,,,,,,,,,,58,,,42.12458555,-85.63089203,https://echo.epa.gov/detailed-facility-report?fid=MI0040256&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0006575,SUGARTREE APARTMENTS,375,,,,,,,,,,,,7,7,2025,43.13787782,-83.69098598,https://echo.epa.gov/detailed-facility-report?fid=MI0006575&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
